Source,Target
He Xiaopeng,electric vehicles
William Li,electric vehicles
Li Xiang,electric vehicles 
Wang Yanqing & family,electrical equipment
Zheng Jianjiang & family,electrical equipment
Zhu Xingming,electrical equipment
Cai Mingtong,electronic components
He Ningning,electronic components
Lin Xiucheng & family,electronics
Bill Liu,electronics
Lu Yonghua & family,electronics
Benjamin Zhengmin Pan & family,electronics
Xu Zhihan,electronics
Steven Meng Yang & family,electronics
Yao Lisheng,electronics
Zheng Hong & family,electronics
Zhong Ruonong & family,electronics
Chen Qixing,electronics components
Han Tao,electronics components
Wang Laichun,electronics components
Wang Laisheng,electronics components
Wang Mingwang,electronics components
Zhang Wanzhen,electronics components
Dou Zhenggang,"energy, chemicals"
Lin Fanlian,"energy, real estate"
Lai Jianfa,express delivery
Qiu Guanghe & family,fashion retail
Shen Dongri,fashion retail
Zhou Jianping,fashion retail
Zhou Chengjian,fashion retail
Tan Lili,feed
Xiao Yongming & family,fertilizer
Wang Jianyi,fiber optic cables
Qi Shi & family,financial information
Li Hua,financial services
Deng Wen,flavorings
Liu Xiaodong,flavorings
Chen Xianbao & family,food
Chen Zemin & family,food
Dai Wenjun,food
Wan Long,food
Zhang Liaoyuan,food
Gu Yuhua & family,furniture
Yao Liangsong,furniture
Che Jianxing,furniture retailing
Wang Linpeng,furniture retailing
Yao Liangbo,furniture retailing
Lee Yin Yee,glass
Ruan Hongliang & family,glass
Yu Qibing & family,glass
Zhao Meiguang,gold mining
Li Gaiteng,hair dryers
Qiu Jianping & family,hand tools 
Bai Baokun,hardware
Yu Rong,health clinics
Chen Xiao Ying,health information
Gong Yingying,health IT
Li Li,healthcare
Zhu Yiwen & family,healthcare
Wang Jian,healthcare services
Huang Jian,home appliance
Fang Hongbo,home appliances
He Xiangjian,home appliances
Huang Weibin,home appliances
Xia Zhisheng & family,home appliances
Qian Dongqi & family,home-cleaning robots
Chen Bang,hospitals
Ji Qi,"hotels, motels "
Guo Jiangang,household appliances
Chen Kaixuan,household chemicals
Chen Kaichen,household chemicals
Wang Liping & family,hydraulic machinery
Hui Lin Chit,hygiene products
Sze Man Bok,hygiene products
Huang Li,imaging systems
Gao Yunfeng,industrial lasers
Chen Xiaxin & family,industrial machinery
Leng Youbin,infant formula
Liu Hua,infant formula
Liu Shenghui,infant formula
Chen Xiaohui,information technology
Gao Yu,information technology
Chen Dongsheng,insurance
Geng Diangen,Internet
Wu Xushun & family,internet
Xu Yi,Internet
Ma Huateng,internet media
Zhang Zhidong,internet media
Robin Li,internet search
Chen Jinxia,investments
Chen Fashu,investments
Ke Xiping & family,investments
Li Yinan,Investments
Lin Li,investments
Zhang Lei,investments
Zhao Weiguo,IT products
Xia Shudong,IT service
Zhou Zongwen & family,jewelry
Ren Jianhua,kitchen appliances
Sun Yonghui,LCD main board
Wang Yiran,LCD main board
Ma Xiuhui,LED lighting
Wang Yaohai,lighting
Sun Qinghuan,lighting 
Zhou Yifeng & family,liquefied petroleum gas
Wang Junlin,liquor
Li Liangbin,lithium
Wang Xiaoshen,lithium
Li Zhen & family,lithium batteries
Liu Jincheng & family,lithium batteries
Bai Houshan,lithium battery
David Xueling Li,live streaming service
Liu Jilu & family,Logistics
Lu Zongjun,logistics
Nie Tengyun & family,logistics
Wang Jilei,logistics
Zhang Xiaojuan,logistics
Hang Hong,machinery
Lai Guogui & family,machinery
Lu Zhilin,machinery
Lu Shenglin,machinery
Song Fei,machinery
Wu Bo,machinery
Yang Jianliang & family,machinery
Zhang Xinghai & family,machinery
Zhang Chuanwei & family,machinery
Lv Yongxiang,magnetic switches
Cao Ji,manufacturing
Chen Jiancheng,manufacturing
Chu Jian,Manufacturing
Fu Mingkang & family,manufacturing
He Yamin & family,manufacturing
Hu Chengzhong,manufacturing
Jiang Long,Manufacturing
Liang Feng,manufacturing
Mao Zhongwu,manufacturing
Shang Xiaobo & family,Manufacturing
Tang Xiuguo,manufacturing
Wang Shumin,manufacturing
Xiang Wenbo,manufacturing
Zheng Xiaodong,manufacturing
Tung Ching Sai,manufacturing 
Tung Ching Bor,manufacturing 
Deng Weiming & family,materials
Wu Ying,materials
Tian Ming,measuring instruments
Shi Yifeng,medical cosmetics
Dong Fan,medical devices
Lin Zhixiong & family,medical devices
Lin Zhijun,medical devices
Weng Xianding,medical devices
Hu Kun,medical equipment
Jin Lei & family,medical equipment
Liu Fangyi,medical equipment
Pu Zhongjie & family,medical equipment
Wan Feng & family,medical equipment
Wu Guangming,medical equipment
Li Wenmei & family,medical equipment 
Dai Lizhong,medical testing
Yuan Fugen & family,metal processing
Xiang Guangda,metals
Sun Shoukuan,"metals, coal"
Luo Yangyong & family,mining
Yu Yong,mining
Wang Wenyin,"mining, copper products"
Huang Yimeng,mobile games
Xu Guozhong & family,Motors
Liu Ming Hui,natural gas distribution
Wang Yusuo & family,natural gas distribution
Wang Wenbiao,"natural gas, fertilizers"
Zhou Ruxin,Navigation
Chen Xuehua,nonferrous
Jia Tianjiang & family,non-ferrous metals
Liang Yunchao,nutritional supplements
Zhang Hongwei,"oil, banking"
Sun Weijie,oilfield equipment
Wang Kunxiao,oilfield equipment
Eric Ya Shen,online apparel retail
Chen Rui,online entertainment
Chen Tianqiao,online games
William Lei Ding,online games
Li Weiwei,online games
Lu Hongyan,online games
Zeng Kaitian,online games
Shi Yuzhu,"online games, investments"
Wang Wenjian,optical devices
Chen Liying,package delivery
Lai Meisong,package delivery
Wang Wei,package delivery
Yu Huijiao,package delivery
Tang Jianfang,packaged foods
Li Xiaohua & family,packaging
Wu Lanlan & family,packaging
Hong Jie,paint
Deng Yingzhong,paper
Li Hongxin & family,paper & related products
Zhang Cheng Fei,paper & related products
Zhang Yin,paper manufacturing
Xie Bingkun & family,pearlescent pigments
Li Guoqing,Petro Fibre
Xu Yuejuan,Petro Fibre
Li Yongqing,Petro Firbe
Fan Hongwei & family,petrochemicals
Li Shuirong,petrochemicals
Chen Baohua,pharmaceutical
Ren Jinsheng & family,pharmaceutical
Zhu Tao,pharmaceutical
An Kang,pharmaceuticals
Cai Dongchen,pharmaceuticals
Cai Hongbin,pharmaceuticals
Cao Xiaochun,pharmaceuticals
Cao Longxiang & family,pharmaceuticals
Cen Junda,pharmaceuticals
Chen Xueli,pharmaceuticals
Cheng Xianfeng,pharmaceuticals
Ding Lieming & family,pharmaceuticals
Dong Wei,pharmaceuticals
Fan Minhua,pharmaceuticals
Fang Tonghua & family,pharmaceuticals
Feng Yuxia,pharmaceuticals
Gan Zhongru,pharmaceuticals
Gao Yi & family,pharmaceuticals
Hu Kaijun,pharmaceuticals
Hu Baifan,pharmaceuticals
Hua Xuande & family,pharmaceuticals
Jin Lei,pharmaceuticals
Ke Zunhong & family,pharmaceuticals
Lam Kong,pharmaceuticals
Lei Jufang,pharmaceuticals
Li Tan,pharmaceuticals
Li Li,pharmaceuticals
Liu Gexin & family,pharmaceuticals
Rao Wei & family,pharmaceuticals
Sun Piaoyang,pharmaceuticals
Tse Ping,pharmaceuticals
Wang Fuji,pharmaceuticals
Wang Junmin,pharmaceuticals
Wang Xuechao,pharmaceuticals
Wu Yulan,pharmaceuticals
Wu Guanjiang & family,pharmaceuticals
Wu Yiling,pharmaceuticals
Xie Juhua & family,pharmaceuticals
Xiong Jun & family,pharmaceuticals
Xiu Laigui,pharmaceuticals
Xu Jingren,pharmaceuticals
Ye Xiaoping,pharmaceuticals
Yi Xianzhong & family,pharmaceuticals
Yuan Jiandong & family,pharmaceuticals
Zhong Huijuan,pharmaceuticals
Zhu Baoguo & family,pharmaceuticals
Liu Baolin,pharmacies
Cao Renxian,photovoltaic equipment 
Fan Zhaoxia & family,photovoltaic equipment 
Qian Ying,pig breeding
Qin Yinglin & family,pig breeding
Yuan Zhimin & family,plastics
Xiong Haitao,plastics/investment
Chen Shiliang,polyester
Zhuang Kuilong & family,polyester
Fu Guangming & family,poultry
Cheng Lili,poultry breeding
Nan Cunhui,power equipment
Zhang Jingzhang & family,precision machinery
Huang Xiaofen & family,printed circuit boards
Jiang Xuefei & family,printed circuit boards
Cai Kui,real estate
Chan Laiwa & family,real estate
Chen Hua,real estate
Chen Guoxiang & family,real estate
Chen Zhuo Lin,real estate
Chu Mang Yee & family,real estate
Geng Jianming,real estate
Guo Ziwen,real estate
Huang Rulun,real estate
Huang Wei,real estate
Huang Wen Tsai,real estate
Huang Hongyun & family,real estate
Hui Ka Yan,real estate
Jiang Yehua & family,real estate
Jiang Zhaobai,real estate
Jin Huiming,real estate
Kei Hoi Pang,real estate
Kong Jian Min,real estate
Liang Yanfeng & family,real estate
Lu Zhiqiang,real estate
Lun Ruixiang & family,real estate
Miao Shouliang,real estate
Ou Zongrong & family,real estate
Ou Xueming,real estate
Peng Yongdong,real estate
Qi Jinxing,real estate
Chanchai Ruayrungruang,real estate
Shen Yuxing,real estate
Shum Chiu Hung & family,real estate
Su Rubo,real estate
Sun Xishuang,real estate
Tong Jinquan,real estate
Wang Jianlin,real estate
Wang Zhenhua,real estate
Wang Wenxue,real estate
Wang Chaobin,real estate
Wei Shaojun,real estate
Wong Chiu Yeung,real estate
Wong Hong King,real estate
Wu Yajun,real estate
Wu Po Sum & family,real estate
Yan Zhi,real estate
Yang Huiyan & family,real estate
Yang Jian,real estate
Yang Erzhu,real estate
Yang Keng,real estate
Zeng Huansha,real estate
Zhang Li,real estate
Zhang Guiping & family,real estate
Zhang Yuanlin,real estate
Zhang Keqiang,real estate
Zhang Xin & Pan Shiyi,real estate
Wang Junhao,regional airline
Li Chunan,renewable energy
Guan Yihong,restaurant
Li Haiyan,restaurants
Shi Yonghong & family,restaurants
Yang Lijuan,restaurants
Mi Enhua,retail
Shen Guojun,retail
Wong Kwong Yu & family,retail
Yang Yunyun,retail
Ye Guofu,retail
Zhang Xuanning,retail
Ke Yunfeng & family,retailing
Ke Kangbao & family,retailing
Ke Jinlong & family,retailing
Cheng Wei,ride-hailing service
Zhou Jian,robotics
Wang Lizhan,sauce
Zhou Hongyi,security software
Li Denghai,seed production
Li Min,semiconductor
Wang Minwen,semiconductor
Zhang Shilong & family,semiconductor
Liang Qin & family,semiconductor devices
Cao Jianwei,semiconductors
Chen Tianshi,semiconductors
Huang Shanbing & family,semiconductors
Qiu Minxiu,semiconductors
Yu Renrong,semiconductors
Zhu Yiming,semiconductors
Yang Shaopeng,shipping
Xu Guangfu & family,silicon
Zeng Fangqin,smartphone components
Hong Feng,smartphones
Lei Jun,smartphones
Li Wanqiang,smartphones
Zhaojiang Zhu,Smartphones
Zhang Xuewu,snacks
Xu Shihui,"snacks, beverages"
Chi Yufeng,software
Diao Zhizhong,software
Feng Yi,software
He Zhaoxi,software
Huang Shan,software
Li Zhongchu,software
Liu Qingfeng,software
Qi Xiangdong,software
Wei Lidong & family,software
Xiong Wu,software
Xu Shaochun,software
Xue Xiangdong & family,software
Jane Yan & family,software
Ye Qiongjiu,software
Yi Zheng,software
Zhao Hongfei,software
Cai Hao & family,solar energy
Chen Gang,solar energy
Wang Junshi & family,solar energy
Gao Jifan & family,solar equipment
Lin Jianhua & family,solar panel components
Zhu Gongshan,solar panel materials
Jin Baofang,solar panels
Li Zhenguo & family,solar wafers and modules 
Cheng Xue,soy sauce
Huang Wenbiao,soy sauce
Lai Jianping,soy sauce
Pan Laican,soy sauce
Wu Zhenxing,soy sauce
Ye Yanqiao,soy sauce
Fang Zhancheng,soy sauce 
Li Xuhui,soy sauce 
Pang Kang,soy sauce 
Ding Shizhong & family,sports apparel
Ding Shijia,sports apparel
Lai Shixian,sports apparel
Wang Wenmo,sports apparel
Chen Xueling,stationery
Chen Huwen,stationery
Chen Huxiong,stationery
Du Shuanghua,steel
Fang Wei,steel
Gao Xingjiang,steel
Zhang Zhixiang,steel
Shen Wenrong,steel production
Li Fengluan,"steel, diversified"
Li Liufa & family,"steel, diversified"
Zhang Wenzhong,supermarkets
Zhang Xuansong,supermarkets
Fu Liquan & family,surveillance equipment
Hu Yangzhong,technology
Liu Yingqi,technology
Zhao Dongping,technology
Chang Jing,technology 
Zhang Xuezheng,telecom
Shusheng Zheng,telecom
Ren Zhengfei,telecom equipment
Lv Dalong,telecom services
Lu Rongfu,telecommunication
Chen Wenyuan & family,testing equipment
Huang Guanlin,"textiles, apparel"
Ma Jianrong & family,"textiles, apparel"
Ma Renhe,"textiles, apparel"
Miao Hangen,"textiles, petrochemicals"
Tang Jinkui & family,"textiles, petrochemicals"
Zhang Yiming,TikTok
Qin Long,tire
Wang Xicheng & family,tires
Zhang Fan,touch screens
Huang Qiaolong & family,tourism
Yu Faxiang,"tourism, cultural industry"
Wang Ning & family,toys
Wang Changtian,"TV, movie production"
Zhang Gongyun,tyre manufacturing machinery
Su Suyu & family,"utilities, real estate"
Wang Zhentao & family,vaccine & shoes
Du Weimin,vaccines
Jiang Rensheng & family,vaccines
Zhang Daocai,valves
Neil Shen,venture capital
Su Hua,video streaming
Cheng Yixiao,video streaming app
Yang Yuanxi,video streaming app
Yin Xin,video streaming app
Xiang Guangming & family,waste disposal
Wen Yibo & family,wastewater treatment
Wu Shaoxun,wine
Xu Jin,wine
Zhang Yubai,wine
Melissa Ma,
Jaime Gilinski Bacal,
Luis Carlos Sarmiento,
Beatriz Davila de Santo Domingo,
David Velez,
Carlos Ardila Lülle,
Clelia Haji-Ioannou,
Stelios Haji-Ioannou,
Polys Haji-Ioannou,
Yakir Gabay,
John Fredriksen,
Andrej Babis,
Pavel Tykac,
Daniel Kretinsky,
Marek Dospiva,
Karel Komarek,
Radovan Vitek,
Pavel Baudis,
Eduard Kucera,
Martin Moller Nielsen,
Anders Holch Povlsen,
Sofie Kirk Kristiansen,
Kjeld Kirk Kristiansen,
Thomas Kirk Kristiansen,
Agnete Kirk Thinggaard,
Benedicte Find,
Niels Peter Louis-Hansen,
Anna Kasprzak,
André Kasprzak,
Nassef Sawiris,
Onsi Sawiris,
Mohamed Mansour,
Youssef Mansour,
Yasseen Mansour,
Mohamed Al Fayed,
Naguib Sawiris,
Nathan Kirsh,
Heikki Kyostila,
Antti Aarnio-Wihuri,
Ilona Herlin,
Antti Herlin,
Ilkka Herlin,
Heikki Herlin,
Mika Anttonen,
Christian Latouche,
Edouard Carmignac,
Charles Edelstenne,
Francis Holder,
Louis Le Duff,
Stéphane Bancel,
Alain Wertheimer,
Gerard Wertheimer,
Emmanuel Besnier,
Jean-Michel Besnier,
Marie Besnier Beauvalot,
Olivier Pomel,
Clement Fayat & family,
Martin & Olivier Bouygues,
Thierry Dassault,
Laurent Dassault,
Marie-Hélène Habert,
Philippe Foriel-Destezet,
Marc Ladreit de Lacharriere,
Pierre Bellon & family,
Nicolas Puech,
Xavier Niel,
Vincent Bolloré & family,
Gilles Martin,
Yves-Loic Martin,
Francoise Bettencourt Meyers & family,
François Pinault & family,
Bernard Arnault & family,
Francois Feuillet,
Carrie Perrodo & family,
Bernard Fraisse,
Alain Merieux & family,
Anne Beaufour,
Henri Beaufour,
Alain Taravella,
Michel Chalhoub & family,
Philippe Ginestet & family,
Mohed Altrad,
Rodolphe Saadé & family,
Jean-Pierre Cayard,
Michel Leclercq & family,
Patrick Drahi,
Norbert Dentressangle,
Mikhail Lomtadze,
Bidzina Ivanishvili,
Hans Langer,
Udo Mueller,
Dirk Stroeer,
Theo Albrecht Jr & family,
Franziska Wuerbser & Gabriella Meister,
Ulrike Meister,
Juergen Blickle,
Rainer Blickle,
Lisa Draexlmaier,
Georg Schaeffler,
Maria-Elisabeth Schaeffler-Thumann,
Peter Unger,
Ulrike Baro,
Karin Sartorius-Herbst,
Ugur Sahin,
Stefan Quandt,
Susanne Klatten,
Julia Thiele-Schuerhoff,
Christine Knauf,
Karl Knauf,
Martin Knauf,
Robert Knauf,
Alexander Knauf,
Axel Oberwelland,
Dieter Schnabel,
Peter-Alexander Wacker,
Paul-Heinz Wesjohann & family,
Michaela Herz,
Michael Herz,
Wolfgang Herz,
Christian Herz,
Bergit Douglas,
Christoph Henkel,
Julia Oetker,
Richard Oetker,
Carl Ferdinand Oetker,
August Oetker,
Christian Oetker,
Alfred Oetker,
Wolfgang Reimann,
Matthias Reimann-Andersen,
Stefan Reimann-Andersen,
Renate Reimann-Haas,
Rosely Schweizer,
Sylvia Stroeher,
Theo Mueller,
Kevin David Lehmann,
Erwin Franz Mueller,
Dirk Rossmann & family,
Otto Happel,
Bernd Freier,
Friedrich Knapp,
Reinhold Wuerth & family,
Carsten Maschmeyer,
Ronald Slabke,
Horst-Otto Gerberding,
Horst Wortmann,
Josef Boquoi & family,
Kurt Krieger,
Paul Gauselmann & family,
Joachim Ante,
Andreas von Bechtolsheim & family,
Anna Katharina Viessmann,
Maximilian Viessmann,
Martin Viessmann,
Bernard Broermann,
Lutz Mario Helmig,
Karin Schick,
Rolf Gerling,
Ralph Dommermuth,
Walter P.J. Droege,
Hedda im Brahm-Droege,
August von Finck,
Regine Leibinger,
Peter Leibinger,
Nicola Leibinger-Kammueller,
Friedhelm Loh,
Horst Julius Pudwill,
Robert Toennies,
Clemens Toennies,
Yvonne Bauer,
Mathias Doepfner,
Gudrun Heine,
Sybill Storz,
Anna Maria Braun,
Johanna Braun,
Otto Philipp Braun,
Karl Friedrich Braun,
Ludwig Theodor Braun,
Eva Maria Braun-Luedicke,
Friederike Braun-Luedicke,
Bernhard Braun-Luedicke,
Reinfried Pohl Jr,
Andreas Pohl,
Hakan Koc,
Guenther Fielmann & family,
Torsten Toeller,
Wilhelm Beier & family,
Wolfgang Marguerre & family,
Ludwig Merckle,
Andreas Struengmann & family,
Thomas Struengmann & family,
Traudl Engelhorn & family,
Erich Wesjohann & family,
Hans Georg Naeder,
Hubert Burda,
Christiane Schoeller,
Friede Springer,
Stefan von Holtzbrinck,
Wolfgang Egger,
Alexander Otto,
Katharina Otto-Bernstein,
Alexandra Schoerghuber,
Thomas Bruch,
Christian Haub,
Georg Haub,
Benjamin Otto,
Dieter Schwarz,
Maren Otto,
Michael Otto,
Hans-Werner Hector,
Sebastian Glaser,
Renate Sick-Glaser,
Klaus-Michael Kuehne,
Christian Birkenstock,
Alex Birkenstock,
Dietmar Hopp & family,
Georg Nemetschek & family,
Hasso Plattner & family,
Udo & Harald Tschira,
Beate Heister & Karl Albrecht Jr.,
Oliver Samwer,
Marc Samwer,
Alexander Samwer,
Klaus-Peter Schulenberg,
Christian Bertermann,
Aloys Wobben,
Philip Niarchos,
Vicky Safra,
Aristotelis Mistakidis,
Vardis Vardinoyannis & family,
Stephen Lansdown,
Cho Tak Wong,
Wu Jianshu,
Li Ping,
Robin Zeng,
Huang Yi,
Pansy Ho,
Lawrence Ho,
Angela Leong,
Lui Che Woo & family,
Li Jianquan & family,
Henry Cheng,
Li Ka-shing,
Martin Lau,
Huang Zhengcong,
Allan Wong,
Wu Kaiting,
Yeung Kin-man,
Ronald McAulay,
Tang Yiu,
Chu Lam Yiu,
Lee Man Tat,
Wong Man Li,
Michael Kadoorie,
Cheng Antares,
Roy Chi Ping Chung,
Xu Hang,
Lv Jianming,
Daniel Chiu,
Patrick Lee,
Ye Chenghai & family,
Ruan Xueping,
Ruan Liping,
Zhuo Jun,
Chan Tan Ching-fen,
Vivien Chen,
Francis Choi,
Fong Yun Wah,
Huang Shih Tsai,
Hui Wing Mau,
Geoffrey Kwok,
Adam Kwok,
Jonathan Kwok,
Thomas Kwok,
Christopher Kwok,
Edward Kwok,
Raymond Kwok,
Kwong Siu-hing,
Joseph Lau,
Law Kar Po,
Lee Shau Kee,
Samuel Tak Lee,
Edwin Leong,
Li Wa,
Li Sze Lim,
Lin Dingqiang & family,
Vincent Lo,
Or Wai Sheun,
Peter Woo,
Gordon Wu,
Yu Peidi,
Rita Tong Liu,
Michael Ying,
Tung Chee Chen,
Tung Chee Hwa,
Huang Dawen,
Lam Wai-ying,
Zhou Qunfei & family,
Huang Jiangji,
Richard Li,
Gong Hongjia & family,
Lorinc Meszaros,
Sandor Csanyi,
David Helgason,
Thor Bjorgolfsson,
Madhukar Parekh,
Narendrakumar Parekh,
Ajay Parekh,
Sushilkumar Parekh,
Rajju Shroff,
Salil Singhal,
Achal Bakeri,
Kapil & Rahul Bhatia,
Anurang Jain,
Nirmal Minda,
Abhay Firodia,
Sanjay Agarwal,
Uday Kotak,
Kiran Mazumdar-Shaw,
Radha Vembu,
Sekar Vembu,
Benu Gopal Bangur,
Jai Hari & Yadu Hari Dalmia & family,
Kavita Singhania,
Arun Bharat Ram,
Devendra Jain,
Deepak Mehta,
Vinod Saraf,
Kumar Birla,
Harindarpal Banga,
Ravi Pillai,
Radhe Shyam Agarwal,
Acharya Balkrishna,
Vivek Chand Burman,
Anand Burman,
Amit Burman,
Pradip Burman,
Smita Crishna-Godrej,
Adi Godrej,
Jamshyd Godrej,
Nadir Godrej,
Radhe Shyam Goenka,
Harsh Mariwala,
Kishore Mariwala,
Rishad Naoroji,
Karsanbhai Patel,
Nusli Wadia,
R.G. Chandramogan,
Mukesh Ambani,
Bajaj brothers,
Rahul Bajaj,
Shyam & Hari Bhartia,
Sanjiv Goenka,
Harsh Goenka,
Anand Mahindra,
Rajan Raheja & family,
Shashi & Ravi Ruia,
Ranjan Pai,
Sunny Varkey,
Byju Raveendran and Divya Gokulnath,
Kochouseph Chittilappilly,
Surjit Kumar Gupta,
Vinod & Anil Rai Gupta,
Sunil Vachani,
Anu Aga,
Baba Kalyani,
Bhadresh Shah,
Hemendra Kothari,
George Jacob Muthoot,
George Thomas Muthoot,
George Alexander Muthoot,
Vijay Shekhar Sharma,
Sachin Bansal,
Binny Bansal,
Ramesh Kumar Dua,
Mukand Lal Dua,
Rafique Malik,
Krishna Kumar Bangur,
Prathap Reddy,
Analjit Singh,
P.P. Reddy,
P.V.Krishna Reddy,
Gautam Adani & family,
Sanjeev Bikhchandani,
Rakesh Jhunjhunwala,
G. Rajendran,
T.S. Kalyanaraman,
Rahul Gautam,
Kalanithi Maran,
Arvind Lal,
Anil Agarwal & family,
Vikram Lal & family,
Pawan Munjal & family,
Arvind Tiku,
Mahendra Choksi & family,
Ashwin Dani & family,
Kuldip Singh & Gurbachan Singh Dhingra,
Abhay Vakil & family,
Aloke Lohia,
Rajendra Agarwal,
Chirayu Amin,
Girdhari Lal Bawri,
Banwari Lal Bawri,
Hasmukh Chudgar & family,
Murali Divi & family,
Premchand Godha,
Yusuf Hamied,
Pankaj Patel,
Ajay Piramal,
Mahendra Prasad,
G.V. Prasad,
P.V. Ramprasad Reddy,
Satish Reddy,
M.Satyanarayana Reddy,
Dilip Shanghvi,
Basudeo Singh,
Leena Tewari,
Samir Mehta,
Sudhir Mehta,
Sandeep Engineer,
Niranjan Hiranandani,
Mangal Prabhat Lodha,
Mofatraj Munot,
Vikas Oberoi,
Chandru Raheja,
Subhash Runwal,
Kushal Pal Singh,
Jitendra Virwani,
Micky Jagtiani,
M.A. Yusuff Ali,
Radhakishan Damani,
Gopikishan Damani,
Ravi Jaipuria,
K. Dinesh,
Senapathy Gopalakrishnan,
N.R. Narayana Murthy,
Shiv Nadar,
Nandan Nilekani,
Azim Premji,
S.D. Shibulal,
Savitri Jindal & family,
Lakshmi Mittal,
Sunil Mittal & family,
Balkrishan Goenka,
Ashok Kajaria,
Arvind Poddar,
Lachhman Das Mittal,
Cyrus Poonawalla,
Jerry Ng,
R. Budi Hartono,
Michael Hartono,
Low Tuck Kwong,
Edwin Soeryadjaya,
Murdaya Poo,
Theodore Rachmat,
Mochtar Riady & family,
Tahir & family,
Chairul Tanjung,
Sukanto Tanoto,
Peter Sondakh,
Susanto Suwarto,
Hary Tanoesoedibjo,
Eddy Kusnadi Sariaatmadja,
Martua Sitorus,
Lim Hariyanto Wijaya Sarwono,
Winarko Sulistyo,
Sri Prakash Lohia,
Prajogo Pangestu,
Alexander Tedja,
Djoko Susanto,
Eugene Murtagh,
John Dorrance III,
Pallonji Mistry,
Dermot Desmond,
John Armitage,
Patrick Collison,
John Collison,
John Grayken,
Denis O'Brien,
Shmuel Harlap,
Ziv Aviram,
Amnon Shashua,
Zadik Bino & family,
Shari Arison,
Drorit Wertheim,
David Wertheim,
Michael Federmann & family,
Idan Ofer,
Teddy Sagi,
David Fattal & family,
Liora Ofer,
Stef Wertheimer & family,
Dan Gertler,
Arnon Milchan,
Mori Arkin,
Danna Azrieli,
Yitzhak Tshuva,
Eyal Ofer,
Shay Banon,
Morris Kahn,
Marius Nacht,
Gil Shwed,
Shalom Meckenzie,
Yuri Milner,
Shaul Shani,
Adam Neumann,
Piero Ferrari,
Alberto Bombassei,
Gustavo Denegri,
Augusto & Giorgio Perfetti,
Francesco Gaetano Caltagirone,
Simona Giorgetta,
Veronica Squinzi,
Marco Squinzi,
Giuseppe De'Longhi & family,
Manfredi Lefebvre d'Ovidio,
Stefano Pessina,
Leonardo Del Vecchio & family,
Brunello Cucinelli & family,
Renzo Rosso & family,
Sandro Veronesi & family,
Giuliana Benetton,
Sabrina Benetton,
Barbara Benetton,
Luciano Benetton,
John Elkann,
Ennio Doris & family,
Nerio Alessandri,
Giorgio Armani,
Patrizio Bertelli,
Nicola Bulgari,
Paolo Bulgari,
Domenico Dolce,
Stefano Gabbana,
Miuccia Prada,
Marina Prada,
Alberto Prada,
Luigi Cremonini & family,
Silvio Berlusconi & family,
Sergio Stevanato,
Giovanni Ferrero,
Maria Franca Fissolo,
Massimo Moratti,
Massimiliana Landini Aleotti & family,
Paolo & Gianfelice Mario Rocca,
Antonio Percassi,
Diego Della Valle,
Andrea Della Valle,
Mario Moretti Polegato & family,
Alessandra Garavoglia,
Luca Garavoglia,
Emma Marcegaglia,
Antonio Marcegaglia,
Marina Caprotti,
Giuliana Caprotti,
Enrico Preziosi,
Romano Minozzi,
Remo Ruffini,
Ryuji Arai,
Nobutada Saji,
Kazuo Okada,
Takanori Nakamura,
Yuji Otsuka,
Kazutoshi Kobayashi,
Takao Kobayashi,
Masanori Kobayashi,
Hiroshi Okura & family,
Satoshi Suzuki,
Masateru Uno & family,
Soichiro Fukutake,
Tadashi Yanai & family,
Itaru Tanimura,
Akio Nitori,
Masaaki Arai,
Susumu Fujita,
Masatoshi Kumagai,
Taichiro Motoe,
Masayoshi Son,
Shirou Terashita,
Masaru Wasami,
Shintaro Yamada,
Yasumitsu Shigeta,
Shigenobu Nagamori,
Yusaku Maezawa,
Hiroshi Mikitani,
Chang-Woo Han & family,
Eiichi Kuriwada,
Takahisa Takahara,
Yoshiko Mori,
Akira Mori & family,
Katsumi Tada,
Kentaro Ogawa,
Masatoshi Ito,
Muneaki Masuda,
Nobutoshi Shimamura,
Takao Yasuda,
Takemitsu Takizaki,
Masahiro Miki,
Kenji Kasahara,
Yoshikazu Tanaka,
Masahiro Noda,
Shigefumi Wada,
Yoshiko Shinohara,
Hiroshi Ishibashi,
Yasuhiro Fukushima,
Kagemasa Kozuki,
Kenzo Tsujimoto,
Hajime Satomi,
Yoichi & Keiko Erikawa,
Timur Kulibaev,
Dinara Kulibaeva,
Vyacheslav Kim,
Vladimir Kim,
Bulat Utemuratov,
Ayman Hariri,
Fahed Hariri,
Robert Mouawad,
Bahaa Hariri,
Taha Mikati,
Najib Mikati,
Christoph Zeller,
Hoi Kin Hong,
Koon Poh Keong,
Teh Hong Piow,
Quek Leng Chan,
Lim Kok Thay,
Chen Lip Keong,
Syed Mokhtar AlBukhary,
Tan Eng Kee,
Lau Cho Kun,
Lee Yeow Chor & Yeow Seng,
Robert Kuok,
G. Gnanalingam,
Jeffrey Cheah,
Tan Yu Yeh,
Tan Yu Wei,
Kuan Kam Hon & family,
Lim Wee Chai,
Ananda Krishnan,
Fernando Chico Pardo,
Carlos Hank Rhon,
Alfredo Harp Helu & family,
Roberto Hernandez Ramirez,
Maria Asuncion Aramburuzabala & family,
Antonio Del Valle Ruiz & family,
Alberto Bailleres Gonzalez & family,
